"Nazwa kampanii",Dzień,"Kliknięcia linku",Zasięg,Wyświetlenia,"Typ wyniku",Wyniki,Koszt/wynik,"Wydana kwota (PLN)","Początek okresu raportowania","Koniec okresu raportowania"
"[FB] Stehr - formularz",2025-03-30,19,4496,5256,,,,95.36,2025-03-30,2025-03-30
"[FB] Stehr demo - formularz",2025-03-30,29,3624,4462,"Kontakty w Meta",1,81.04,81.04,2025-03-30,2025-03-30
"[FB] Nowe Ciągniki Seria 6R - formularz",2025-03-30,7,1400,1960,,,,74.18,2025-03-30,2025-03-30
"[FB] Ciągniki Nowa Seria 6M - formularz",2025-03-30,10,1995,3463,,,,104.29,2025-03-30,2025-03-30
"[FB] Vaderstad - siew - ruch www",2025-03-30,26,2243,2793,"Wyświetlenia strony docelowej",8,2.02375,16.19,2025-03-30,2025-03-30
"[FB] Ciągniki Seria 6R - ruch www",2025-03-30,45,2811,3917,"Wyświetlenia strony docelowej",27,0.92259259,24.91,2025-03-30,2025-03-30
"[FB] Ciągniki Seria 6M - ruch www",2025-03-30,50,2444,2897,"Wyświetlenia strony docelowej",2,11.25,22.5,2025-03-30,2025-03-30
"[FB] Kosiarki - ruch www",2025-03-30,35,2298,2728,"Wyświetlenia strony docelowej",5,6.202,31.01,2025-03-30,2025-03-30
"[FB] Ciągniki 8RX - ruch www",2025-03-30,26,3136,4853,,,,34.69,2025-03-30,2025-03-30
"[FB] Ciągniki - Seria 5 - ruch www",2025-03-30,56,3264,4047,"Wyświetlenia strony docelowej",7,4.18571429,29.3,2025-03-30,2025-03-30
"[FB] Ciągniki 6M250 - ruch www",2025-03-30,17,4203,5307,"Wyświetlenia strony docelowej",1,31.59,31.59,2025-03-30,2025-03-30
"[FB] Monosem - kontakty",2025-03-30,1,529,691,,,,16.74,2025-03-30,2025-03-30
"[FB] Oddziały - zasięg",2025-03-30,,13574,14502,Zasięg,13574,3.10814793,42.19,2025-03-30,2025-03-30
"[FB] Ciągniki 9RX - ruch www",2025-03-30,51,2855,3192,"Wyświetlenia strony docelowej",27,0.76814815,20.74,2025-03-30,2025-03-30
"[FB] Części - połączenia",2025-03-30,26,3250,4653,"Szacunkowa liczba kliknięć potwierdzających połączenie",1,31.99,31.99,2025-03-30,2025-03-30
"[FB] Vaderstad - uprawowe - konwersje www",2025-03-30,8,1362,1793,,,,26.16,2025-03-30,2025-03-30
"[FB] Vaderstad - uprawowe - ruch www",2025-03-30,26,2313,2712,"Wyświetlenia strony docelowej",8,2.08125,16.65,2025-03-30,2025-03-30
"[FB] Seriws - zasięg",2025-03-29,,8,9,Zasięg,8,28.75,0.23,2025-03-29,2025-03-29
"[FB] Ciągniki 8RX - formularz",2025-03-29,3,508,706,,,,38.54,2025-03-29,2025-03-29
"[FB] Skontakuj się z nami - messenger",2025-03-29,5,559,701,,,,5.17,2025-03-29,2025-03-29
"[FB] Ciągniki - Używane jak nowe - YU",2025-03-29,9,1330,1622,,,,23.32,2025-03-29,2025-03-29
"[FB] Serwis - kontakty",2025-03-29,1,689,890,,,,13.62,2025-03-29,2025-03-29
"[FB] Ciągniki Ogólne - ruch www",2025-03-29,8,855,1048,"Wyświetlenia strony docelowej",2,4.835,9.67,2025-03-29,2025-03-29
"[FB] ASM Pagelike",2025-03-29,3,886,1040,"Obserwatorzy lub polubienia na Facebooku",3,2.63666667,7.91,2025-03-29,2025-03-29
"[FB] Kverneland",2025-03-29,4,1324,1743,,,,33.05,2025-03-29,2025-03-29
"[FB] Serwis - połączenia",2025-03-29,25,3642,4768,"Szacunkowa liczba kliknięć potwierdzających połączenie",1,30.98,30.98,2025-03-29,2025-03-29
"[FB] Serwis - ruch www",2025-03-29,6,1440,1978,,,,9.76,2025-03-29,2025-03-29
"[FB] Rolnictwo precyzyjne",2025-03-29,1,1507,2085,,,,38.6,2025-03-29,2025-03-29
"[FB] Ciągniki 7R - ruch www",2025-03-29,7,1702,2577,,,,18.76,2025-03-29,2025-03-29
"[FB] Ciągniki Seria 6M - formularz",2025-03-29,12,843,1467,,,,68.07,2025-03-29,2025-03-29
"[FB] ASM Vaderstad finansowanie",2025-03-29,4,671,949,,,,31.94,2025-03-29,2025-03-29
"[FB] ASM Maszyny komunalne",2025-03-29,2,928,1253,,,,38.67,2025-03-29,2025-03-29
"[FB] ASM - Ciągniki 7R - formularz",2025-03-29,1,1264,1751,,,,39.8,2025-03-29,2025-03-29
"[FB]  ASM - Kramer",2025-03-29,14,4816,6368,"Kontakty w Meta",1,113.22,113.22,2025-03-29,2025-03-29
"[FB] ASM Kampania Serwis Oddziały",2025-03-29,24,16348,18240,Zasięg,16348,2.9055542,47.5,2025-03-29,2025-03-29
"[FB] ASM SaMASZ",2025-03-29,1,375,496,,,,13.73,2025-03-29,2025-03-29
"[FB] Remarketing",2025-03-29,19,2077,3302,"Szacunkowa liczba kliknięć potwierdzających połączenie",2,12.2,24.4,2025-03-29,2025-03-29
"[FB] ASM - Ciągniki – 6R 250 - formularz",2025-03-29,12,3783,5227,,,,62.66,2025-03-29,2025-03-29
"[FB] Kramer - ruch www",2025-03-29,17,959,1063,,,,12.57,2025-03-29,2025-03-29
"[FB] Joskin - wyprzedaż",2025-03-29,7,1357,2053,,,,37.79,2025-03-29,2025-03-29
"[FB] Monosem - ruch www",2025-03-29,9,1122,1226,,,,9.18,2025-03-29,2025-03-29
"[FB] Prasy",2025-03-29,6,513,619,,,,14.17,2025-03-29,2025-03-29
"[FB] Esklep - części ogólna",2025-03-29,76,10307,13525,,,,84.87,2025-03-29,2025-03-29
"[FB] Kverneland - ruch www",2025-03-29,14,707,845,"Wyświetlenia strony docelowej",1,5.82,5.82,2025-03-29,2025-03-29
"[FB] Stehr - formularz",2025-03-29,11,2046,2473,"Kontakty w Meta",2,38.19,76.38,2025-03-29,2025-03-29
"[FB] Stehr demo - formularz",2025-03-29,22,2210,2689,"Kontakty w Meta",1,59.17,59.17,2025-03-29,2025-03-29
"[FB] Nowe Ciągniki Seria 6R - formularz",2025-03-29,2,696,933,,,,42.35,2025-03-29,2025-03-29
"[FB] Ciągniki Seria 6M - ruch www",2025-03-29,38,2088,2507,"Wyświetlenia strony docelowej",2,9.785,19.57,2025-03-29,2025-03-29
"[FB] Ciągniki Nowa Seria 6M - formularz",2025-03-29,10,1520,2435,,,,63.05,2025-03-29,2025-03-29
"[FB] Vaderstad - siew - ruch www",2025-03-29,17,1789,2165,"Wyświetlenia strony docelowej",2,6.595,13.19,2025-03-29,2025-03-29
"[FB] Ciągniki Seria 6R - ruch www",2025-03-29,27,2401,3145,"Wyświetlenia strony docelowej",16,1.371875,21.95,2025-03-29,2025-03-29
"[FB] ASM - kalkulator próbek/rolnictwo precyzyjne - ruch www",2025-03-29,8,1038,1390,,,,9.71,2025-03-29,2025-03-29
"[FB] Kosiarki - ruch www",2025-03-29,22,1967,2358,"Wyświetlenia strony docelowej",5,5.918,29.59,2025-03-29,2025-03-29
"[FB] Ciągniki 8RX - ruch www",2025-03-29,17,2768,4424,,,,32.39,2025-03-29,2025-03-29
"[FB] Ciągniki - Seria 5 - ruch www",2025-03-29,32,2942,3324,"Wyświetlenia strony docelowej",5,5.296,26.48,2025-03-29,2025-03-29
"[FB] Ciągniki 6M250 - ruch www",2025-03-29,29,3182,4332,"Wyświetlenia strony docelowej",3,9.19333333,27.58,2025-03-29,2025-03-29
"[FB] Monosem - kontakty",2025-03-29,1,522,661,,,,13.51,2025-03-29,2025-03-29
"[FB] Oddziały - zasięg",2025-03-29,,12760,13201,Zasięg,12760,3.34639498,42.7,2025-03-29,2025-03-29
"[FB] Ciągniki 9RX - ruch www",2025-03-29,53,2294,2569,"Wyświetlenia strony docelowej",31,0.6,18.6,2025-03-29,2025-03-29
"[FB] Części - połączenia",2025-03-29,21,3630,5250,"Szacunkowa liczba kliknięć potwierdzających połączenie",2,21.185,42.37,2025-03-29,2025-03-29
"[FB] Vaderstad - uprawowe - konwersje www",2025-03-29,10,1220,1616,,,,25.7,2025-03-29,2025-03-29
"[FB] Vaderstad - uprawowe - ruch www",2025-03-29,24,1885,2179,"Wyświetlenia strony docelowej",12,1.21833333,14.62,2025-03-29,2025-03-29
"[FB] Seriws - zasięg",2025-03-28,,8,9,Zasięg,8,37.5,0.3,2025-03-28,2025-03-28
"[FB] Ciągniki 8RX - formularz",2025-03-28,5,992,1369,"Kontakty w Meta",1,66.05,66.05,2025-03-28,2025-03-28
"[FB] Skontakuj się z nami - messenger",2025-03-28,2,434,622,,,,4.39,2025-03-28,2025-03-28
"[FB] Ciągniki - Używane jak nowe - YU",2025-03-28,16,1935,2462,,,,30.79,2025-03-28,2025-03-28
"[FB] Ciągniki Ogólne - ruch www",2025-03-28,11,751,889,"Wyświetlenia strony docelowej",1,8.96,8.96,2025-03-28,2025-03-28
"[FB] ASM Pagelike",2025-03-28,3,1036,1185,"Obserwatorzy lub polubienia na Facebooku",4,1.9,7.6,2025-03-28,2025-03-28
"[FB] Kverneland",2025-03-28,20,1374,2000,"Kontakty w Meta",2,16.13,32.26,2025-03-28,2025-03-28
"[FB] Serwis - połączenia",2025-03-28,16,3450,4597,,,,28.25,2025-03-28,2025-03-28
"[FB] Serwis - ruch www",2025-03-28,6,1424,1944,,,,9.56,2025-03-28,2025-03-28
"[FB] ASM - Ciągniki 7R - formularz",2025-03-28,11,1751,2482,,,,52.42,2025-03-28,2025-03-28
"[FB] Ciągniki 7R - ruch www",2025-03-28,6,1324,2162,"Wyświetlenia zawartości witryny",8,2.25375,18.03,2025-03-28,2025-03-28
"[FB] Ciągniki Seria 6M - formularz",2025-03-28,4,979,1605,,,,83.88,2025-03-28,2025-03-28
"[FB] ASM Vaderstad finansowanie",2025-03-28,4,778,1148,,,,45.23,2025-03-28,2025-03-28
"[FB] ASM Maszyny komunalne",2025-03-28,6,937,1277,,,,45.39,2025-03-28,2025-03-28
"[FB] Joskin - wyprzedaż",2025-03-28,4,1145,1963,"Kontakty w Meta",1,38.12,38.12,2025-03-28,2025-03-28
"[FB]  ASM - Kramer",2025-03-28,30,5389,6992,,,,120.09,2025-03-28,2025-03-28
"[FB] ASM Kampania Serwis Oddziały",2025-03-28,20,15590,17225,Zasięg,15590,2.8954458,45.14,2025-03-28,2025-03-28
"[FB] ASM SaMASZ",2025-03-28,,283,375,,,,15.82,2025-03-28,2025-03-28
"[FB] Remarketing",2025-03-28,26,2038,3416,"Szacunkowa liczba kliknięć potwierdzających połączenie",3,8.05666667,24.17,2025-03-28,2025-03-28
"[FB] ASM - Ciągniki – 6R 250 - formularz",2025-03-28,9,3948,5348,"Kontakty w Meta",1,65.03,65.03,2025-03-28,2025-03-28
"[FB] Rolnictwo precyzyjne",2025-03-28,1,1601,2289,,,,36.75,2025-03-28,2025-03-28
"[FB] Kramer - ruch www",2025-03-28,13,1318,1586,"Wyświetlenia strony docelowej",3,5.08333333,15.25,2025-03-28,2025-03-28
"[FB] Serwis - kontakty",2025-03-28,1,850,1129,,,,15.3,2025-03-28,2025-03-28
"[FB] Esklep - części ogólna",2025-03-28,71,10200,14158,"Zakupy w witrynie",1,90,90,2025-03-28,2025-03-28
"[FB] Ciągniki Seria 6R - ruch www",2025-03-28,47,2209,2841,"Wyświetlenia strony docelowej",32,0.599375,19.18,2025-03-28,2025-03-28
"[FB] ASM - kalkulator próbek/rolnictwo precyzyjne - ruch www",2025-03-28,7,1136,1469,,,,9.37,2025-03-28,2025-03-28
"[FB/IG] Zasięg - rolki",2025-03-28,1,1993,2089,,,,17.04,2025-03-28,2025-03-28
"[FB] Kverneland - ruch www",2025-03-28,5,664,761,,,,5.41,2025-03-28,2025-03-28
"[FB] Stehr - formularz",2025-03-28,14,2115,2531,,,,85.5,2025-03-28,2025-03-28
"[FB] Stehr demo - formularz",2025-03-28,19,2875,3467,,,,60.19,2025-03-28,2025-03-28
"[FB] Nowe Ciągniki Seria 6R - formularz",2025-03-28,4,1406,1945,,,,64.68,2025-03-28,2025-03-28
"[FB] Ciągniki Seria 6M - ruch www",2025-03-28,35,1535,1854,"Wyświetlenia strony docelowej",2,8.765,17.53,2025-03-28,2025-03-28
"[FB] Ciągniki Nowa Seria 6M - formularz",2025-03-28,16,1872,3269,,,,91.54,2025-03-28,2025-03-28
"[FB] Vaderstad - siew - ruch www",2025-03-28,14,1890,2222,"Wyświetlenia strony docelowej",2,6.82,13.64,2025-03-28,2025-03-28
"[FB] Monosem - ruch www",2025-03-28,12,1684,1892,,,,15.39,2025-03-28,2025-03-28
"[FB] Prasy",2025-03-28,4,579,714,,,,15.2,2025-03-28,2025-03-28
"[FB] Ciągniki 8RX - ruch www",2025-03-28,26,2685,4216,,,,29.95,2025-03-28,2025-03-28
"[FB] Kosiarki - ruch www",2025-03-28,18,2049,2480,"Wyświetlenia strony docelowej",4,6.85,27.4,2025-03-28,2025-03-28
"[FB] Ciągniki 6M250 - ruch www",2025-03-28,13,3081,3909,"Wyświetlenia strony docelowej",1,26.73,26.73,2025-03-28,2025-03-28
"[FB] Monosem - kontakty",2025-03-28,,480,610,,,,12.67,2025-03-28,2025-03-28
"[FB] Oddziały - zasięg",2025-03-28,,12404,12688,Zasięg,12404,3.24895195,40.3,2025-03-28,2025-03-28
"[FB] Ciągniki 9RX - ruch www",2025-03-28,36,2181,2541,"Wyświetlenia strony docelowej",23,0.81043478,18.64,2025-03-28,2025-03-28
"[FB] Części - połączenia",2025-03-28,16,3488,5314,"Szacunkowa liczba kliknięć potwierdzających połączenie",3,12.32666667,36.98,2025-03-28,2025-03-28
"[FB] Vaderstad - uprawowe - konwersje www",2025-03-28,4,1088,1517,,,,22.61,2025-03-28,2025-03-28
"[FB] Vaderstad - uprawowe - ruch www",2025-03-28,21,1550,1923,"Wyświetlenia strony docelowej",14,0.99714286,13.96,2025-03-28,2025-03-28
"[FB] Ciągniki - Seria 5 - ruch www",2025-03-28,30,2441,2702,"Wyświetlenia strony docelowej",8,2.79875,22.39,2025-03-28,2025-03-28
"[FB] Seriws - zasięg",2025-03-27,1,4,4,Zasięg,4,85,0.34,2025-03-27,2025-03-27
"[FB] Ciągniki 8RX - formularz",2025-03-27,9,1105,1506,,,,65.95,2025-03-27,2025-03-27
"[FB] Skontakuj się z nami - messenger",2025-03-27,6,585,738,,,,4.98,2025-03-27,2025-03-27
"[FB] Ciągniki - Używane jak nowe - YU",2025-03-27,14,2088,2715,,,,31.9,2025-03-27,2025-03-27
"[FB] Serwis - kontakty",2025-03-27,1,695,858,,,,13.06,2025-03-27,2025-03-27
"[FB] Ciągniki Ogólne - ruch www",2025-03-27,16,889,1036,"Wyświetlenia strony docelowej",1,10.5,10.5,2025-03-27,2025-03-27
"[FB] ASM Pagelike",2025-03-27,,1054,1240,"Obserwatorzy lub polubienia na Facebooku",2,3.805,7.61,2025-03-27,2025-03-27
"[FB] Kverneland",2025-03-27,15,1335,2281,,,,43.83,2025-03-27,2025-03-27
"[FB] Serwis - połączenia",2025-03-27,23,3732,4694,"Szacunkowa liczba kliknięć potwierdzających połączenie",4,7.5475,30.19,2025-03-27,2025-03-27
"[FB] Serwis - ruch www",2025-03-27,2,1396,2028,,,,9.95,2025-03-27,2025-03-27
"[FB]  ASM - Kramer",2025-03-27,25,5372,6932,"Kontakty w Meta",1,123.6,123.6,2025-03-27,2025-03-27
"[FB] Ciągniki 7R - ruch www",2025-03-27,7,1562,2358,"Wyświetlenia zawartości witryny",1,18.6,18.6,2025-03-27,2025-03-27
"[FB] Ciągniki Seria 6M - formularz",2025-03-27,2,998,1578,,,,73.68,2025-03-27,2025-03-27
"[FB] ASM Vaderstad finansowanie",2025-03-27,,672,977,,,,45.1,2025-03-27,2025-03-27
"[FB] ASM Maszyny komunalne",2025-03-27,2,1006,1394,,,,42.18,2025-03-27,2025-03-27
"[FB] ASM - Ciągniki 7R - formularz",2025-03-27,6,2213,2917,,,,50.27,2025-03-27,2025-03-27
"[FB] ASM Kampania Serwis Oddziały",2025-03-27,22,15768,18253,Zasięg,15768,2.92554541,46.13,2025-03-27,2025-03-27
"[FB] ASM SaMASZ",2025-03-27,1,312,413,,,,16.02,2025-03-27,2025-03-27
"[FB] Remarketing",2025-03-27,16,2190,3552,"Szacunkowa liczba kliknięć potwierdzających połączenie",1,25.07,25.07,2025-03-27,2025-03-27
"[FB] ASM - Ciągniki – 6R 250 - formularz",2025-03-27,14,3860,5245,"Kontakty w Meta",1,66.47,66.47,2025-03-27,2025-03-27
"[FB] Rolnictwo precyzyjne",2025-03-27,10,1675,2313,"Kontakty w Meta",1,40.79,40.79,2025-03-27,2025-03-27
"[FB] Kramer - ruch www",2025-03-27,11,1242,1527,"Wyświetlenia strony docelowej",1,14.7,14.7,2025-03-27,2025-03-27
"[FB] ASM - kalkulator próbek/rolnictwo precyzyjne - ruch www",2025-03-27,9,1194,1567,,,,9.82,2025-03-27,2025-03-27
"[FB] Joskin - wyprzedaż",2025-03-27,2,1177,1808,,,,38.8,2025-03-27,2025-03-27
"[FB] Prasy",2025-03-27,5,526,640,,,,14.93,2025-03-27,2025-03-27
"[FB] Monosem - ruch www",2025-03-27,6,1582,1698,,,,13.82,2025-03-27,2025-03-27
"[FB] Esklep - części ogólna",2025-03-27,69,10085,14335,"Zakupy w witrynie",1,94.27,94.27,2025-03-27,2025-03-27
"[FB] Kverneland - ruch www",2025-03-27,8,804,921,,,,6.35,2025-03-27,2025-03-27
"[FB] Stehr - formularz",2025-03-27,9,2811,3442,,,,86.42,2025-03-27,2025-03-27
"[FB] Stehr demo - formularz",2025-03-27,18,3131,3716,"Kontakty w Meta",2,30.845,61.69,2025-03-27,2025-03-27
"[FB] Nowe Ciągniki Seria 6R - formularz",2025-03-27,6,1220,1612,"Kontakty w Meta",1,70.58,70.58,2025-03-27,2025-03-27
"[FB] Ciągniki Nowa Seria 6M - formularz",2025-03-27,23,2041,3564,,,,103.21,2025-03-27,2025-03-27
"[FB] Vaderstad - siew - ruch www",2025-03-27,12,1961,2319,"Wyświetlenia strony docelowej",5,2.712,13.56,2025-03-27,2025-03-27
"[FB] Ciągniki Seria 6R - ruch www",2025-03-27,48,2619,3550,"Wyświetlenia strony docelowej",27,0.92222222,24.9,2025-03-27,2025-03-27
"[FB] Ciągniki Seria 6M - ruch www",2025-03-27,44,1659,2002,"Wyświetlenia strony docelowej",4,4.7125,18.85,2025-03-27,2025-03-27
"[FB] Kosiarki - ruch www",2025-03-27,22,2641,3195,"Wyświetlenia strony docelowej",5,5.882,29.41,2025-03-27,2025-03-27
"[FB] Ciągniki 8RX - ruch www",2025-03-27,24,2929,4445,"Wyświetlenia strony docelowej",2,17.175,34.35,2025-03-27,2025-03-27
"[FB] Ciągniki - Seria 5 - ruch www",2025-03-27,30,3187,3576,"Wyświetlenia strony docelowej",4,6.015,24.06,2025-03-27,2025-03-27
"[FB] Ciągniki 6M250 - ruch www",2025-03-27,20,3466,4338,"Wyświetlenia strony docelowej",2,14.575,29.15,2025-03-27,2025-03-27
"[FB] Monosem - kontakty",2025-03-27,1,465,587,,,,13.9,2025-03-27,2025-03-27
"[FB] Oddziały - zasięg",2025-03-27,,12116,12582,Zasięg,12116,3.26758006,39.59,2025-03-27,2025-03-27
"[FB] Ciągniki 9RX - ruch www",2025-03-27,31,2491,2815,"Wyświetlenia strony docelowej",14,1.39285714,19.5,2025-03-27,2025-03-27
"[FB] Części - połączenia",2025-03-27,32,3954,5587,"Szacunkowa liczba kliknięć potwierdzających połączenie",2,20.31,40.62,2025-03-27,2025-03-27
"[FB] Vaderstad - uprawowe - konwersje www",2025-03-27,14,1100,1509,,,,21.77,2025-03-27,2025-03-27
"[FB] Vaderstad - uprawowe - ruch www",2025-03-27,22,1990,2583,"Wyświetlenia strony docelowej",12,1.21166667,14.54,2025-03-27,2025-03-27
"[FB] Seriws - zasięg",2025-03-26,,25,27,Zasięg,25,41.2,1.03,2025-03-26,2025-03-26
"[FB] Ciągniki 8RX - formularz",2025-03-26,6,746,983,,,,75.21,2025-03-26,2025-03-26
"[FB] Skontakuj się z nami - messenger",2025-03-26,8,600,784,,,,5.66,2025-03-26,2025-03-26
"[FB] Ciągniki - Używane jak nowe - YU",2025-03-26,12,1698,2242,"Kontakty w Meta",2,15.81,31.62,2025-03-26,2025-03-26
"[FB] Serwis - kontakty",2025-03-26,1,773,972,,,,16.38,2025-03-26,2025-03-26
"[FB] Ciągniki Ogólne - ruch www",2025-03-26,10,817,979,"Wyświetlenia strony docelowej",2,4.865,9.73,2025-03-26,2025-03-26
"[FB] ASM Pagelike",2025-03-26,2,1366,1641,"Obserwatorzy lub polubienia na Facebooku",5,1.73,8.65,2025-03-26,2025-03-26
"[FB] Kverneland",2025-03-26,11,1254,1897,"Kontakty w Meta",2,25.16,50.32,2025-03-26,2025-03-26
"[FB] Serwis - połączenia",2025-03-26,21,3783,4887,"Szacunkowa liczba kliknięć potwierdzających połączenie",2,15.295,30.59,2025-03-26,2025-03-26
"[FB] Serwis - ruch www",2025-03-26,9,1545,2183,,,,10.45,2025-03-26,2025-03-26
"[FB] Rolnictwo precyzyjne",2025-03-26,5,1837,2407,,,,42.48,2025-03-26,2025-03-26
"[FB] Ciągniki 7R - ruch www",2025-03-26,7,1330,2294,"Wyświetlenia zawartości witryny",2,10.275,20.55,2025-03-26,2025-03-26
"[FB] Ciągniki Seria 6M - formularz",2025-03-26,5,1071,1819,"Kontakty w Meta",1,95.68,95.68,2025-03-26,2025-03-26
"[FB] ASM Vaderstad finansowanie",2025-03-26,4,850,1151,,,,47.81,2025-03-26,2025-03-26
"[FB] ASM Maszyny komunalne",2025-03-26,4,972,1250,,,,43.5,2025-03-26,2025-03-26
"[FB] ASM - Ciągniki 7R - formularz",2025-03-26,5,1632,2073,"Kontakty w Meta",1,52.86,52.86,2025-03-26,2025-03-26
"[FB]  ASM - Kramer",2025-03-26,35,5389,7150,"Kontakty w Meta",1,132.44,132.44,2025-03-26,2025-03-26
"[FB] ASM Kampania Serwis Oddziały",2025-03-26,18,14737,16920,Zasięg,14737,2.87371921,42.35,2025-03-26,2025-03-26
"[FB] ASM SaMASZ",2025-03-26,4,381,490,,,,16.18,2025-03-26,2025-03-26
"[FB] Remarketing",2025-03-26,19,2172,3321,"Szacunkowa liczba kliknięć potwierdzających połączenie",2,12.41,24.82,2025-03-26,2025-03-26
"[FB] ASM - Ciągniki – 6R 250 - formularz",2025-03-26,7,3206,4413,"Kontakty w Meta",1,70.97,70.97,2025-03-26,2025-03-26
"[FB] Kramer - ruch www",2025-03-26,11,1328,1708,,,,14.47,2025-03-26,2025-03-26
"[FB] Monosem - ruch www",2025-03-26,9,1811,1984,,,,16.31,2025-03-26,2025-03-26
"[FB] Joskin - wyprzedaż",2025-03-26,11,1059,1649,,,,37.81,2025-03-26,2025-03-26
"[FB] Prasy",2025-03-26,,387,440,,,,12.89,2025-03-26,2025-03-26
"[FB] ASM - kalkulator próbek/rolnictwo precyzyjne - ruch www",2025-03-26,11,1314,1658,,,,10.04,2025-03-26,2025-03-26
"[FB] Kverneland - ruch www",2025-03-26,10,797,991,,,,6.44,2025-03-26,2025-03-26
"[FB] Stehr - formularz",2025-03-26,12,3187,3919,,,,86.74,2025-03-26,2025-03-26
"[FB] Stehr demo - formularz",2025-03-26,26,3920,4262,,,,72.14,2025-03-26,2025-03-26
"[FB] Nowe Ciągniki Seria 6R - formularz",2025-03-26,6,1214,1617,,,,69.85,2025-03-26,2025-03-26
"[FB] Ciągniki Seria 6M - ruch www",2025-03-26,49,1806,2331,"Wyświetlenia strony docelowej",9,2.44444444,22,2025-03-26,2025-03-26
"[FB] Ciągniki Nowa Seria 6M - formularz",2025-03-26,15,2057,3603,,,,103.39,2025-03-26,2025-03-26
"[FB] Vaderstad - siew - ruch www",2025-03-26,10,1959,2363,"Wyświetlenia strony docelowej",1,13.99,13.99,2025-03-26,2025-03-26
"[FB] Ciągniki Seria 6R - ruch www",2025-03-26,31,2304,3211,"Wyświetlenia strony docelowej",20,1.14,22.8,2025-03-26,2025-03-26
"[FB] Esklep - części ogólna",2025-03-26,87,10155,16168,,,,103.49,2025-03-26,2025-03-26
"[FB] Kosiarki - ruch www",2025-03-26,23,3122,3817,,,,29.38,2025-03-26,2025-03-26
"[FB] Ciągniki 8RX - ruch www",2025-03-26,16,2757,4501,,,,33.31,2025-03-26,2025-03-26
"[FB] Ciągniki - Seria 5 - ruch www",2025-03-26,36,3168,3691,"Wyświetlenia strony docelowej",5,4.792,23.96,2025-03-26,2025-03-26
"[FB] Ciągniki 6M250 - ruch www",2025-03-26,24,4588,6185,,,,30.49,2025-03-26,2025-03-26
"[FB] Monosem - kontakty",2025-03-26,,434,559,,,,18.09,2025-03-26,2025-03-26
"[FB] Oddziały - zasięg",2025-03-26,,11977,12688,Zasięg,11977,3.25874593,39.03,2025-03-26,2025-03-26
"[FB] Ciągniki 9RX - ruch www",2025-03-26,35,2577,2942,"Wyświetlenia strony docelowej",21,0.86333333,18.13,2025-03-26,2025-03-26
"[FB] Części - połączenia",2025-03-26,19,3532,5439,"Szacunkowa liczba kliknięć potwierdzających połączenie",1,40.81,40.81,2025-03-26,2025-03-26
"[FB] Vaderstad - uprawowe - konwersje www",2025-03-26,17,1434,2188,,,,27.38,2025-03-26,2025-03-26
"[FB] Vaderstad - uprawowe - ruch www",2025-03-26,25,2477,3210,"Wyświetlenia strony docelowej",8,1.82625,14.61,2025-03-26,2025-03-26
"[FB] Serwis - ruch www",2025-03-25,9,1489,2064,,,,9.6,2025-03-25,2025-03-25
"[FB] Ciągniki 8RX - formularz",2025-03-25,1,723,986,,,,65.96,2025-03-25,2025-03-25
"[FB] Skontakuj się z nami - messenger",2025-03-25,6,584,779,,,,4.7,2025-03-25,2025-03-25
"[FB] Ciągniki - Używane jak nowe - YU",2025-03-25,9,1928,2418,,,,29.09,2025-03-25,2025-03-25
"[FB] Serwis - kontakty",2025-03-25,2,706,887,,,,14.69,2025-03-25,2025-03-25
"[FB] Ciągniki Ogólne - ruch www",2025-03-25,13,985,1140,"Wyświetlenia strony docelowej",2,4.8,9.6,2025-03-25,2025-03-25
"[FB] ASM Pagelike",2025-03-25,1,1209,1457,"Obserwatorzy lub polubienia na Facebooku",4,1.8625,7.45,2025-03-25,2025-03-25
"[FB] Kverneland",2025-03-25,2,820,1074,,,,34.11,2025-03-25,2025-03-25
"[FB] Serwis - połączenia",2025-03-25,20,4157,5274,"Szacunkowa liczba kliknięć potwierdzających połączenie",2,14.115,28.23,2025-03-25,2025-03-25
"[FB]  ASM - Kramer",2025-03-25,19,5645,7655,,,,115.91,2025-03-25,2025-03-25
"[FB] Ciągniki 7R - ruch www",2025-03-25,10,2052,3051,"Wyświetlenia zawartości witryny",3,7.10666667,21.32,2025-03-25,2025-03-25
"[FB] Ciągniki Seria 6M - formularz",2025-03-25,3,971,1575,,,,89.91,2025-03-25,2025-03-25
"[FB] ASM Vaderstad finansowanie",2025-03-25,7,1079,1455,,,,43.36,2025-03-25,2025-03-25
"[FB] ASM Maszyny komunalne",2025-03-25,5,1021,1366,,,,45.98,2025-03-25,2025-03-25
"[FB] ASM - Ciągniki 7R - formularz",2025-03-25,9,1586,2049,,,,46.38,2025-03-25,2025-03-25
"[FB] ASM Kampania Serwis Oddziały",2025-03-25,17,15551,18812,Zasięg,15551,2.75866504,42.9,2025-03-25,2025-03-25
"[FB] Rolnictwo precyzyjne",2025-03-25,2,1666,2173,"Kontakty w Meta",1,37.35,37.35,2025-03-25,2025-03-25
"[FB] Remarketing",2025-03-25,12,2240,3420,,,,23.49,2025-03-25,2025-03-25
"[FB] ASM - Ciągniki – 6R 250 - formularz",2025-03-25,13,2917,4141,,,,70.87,2025-03-25,2025-03-25
